   0.0000000000000000       0.32479725332902248       -1.3914231667718517       -3.7127238670482392E-002  -2.0894104331974150E-002  0.15453810506355289        3.7508294422209732E-003 -0.68747143724269377        2.1132010461574612E-002   1.1752576358503797E-002  -9.1219457872375453E-006
   10000.000000000000       -243195.96152569487        982430.18529885798        26554.638120931872       -48.641144322469991        196.49392349589107        5.3111407852359065        20502.015553136800       0.22878582711316647       -6.5483618527650833E-011  -7.4744118949698901E-009
   20000.000000000000       -486401.68300011783        1964899.8022006375        53110.342031640532       -48.641144276153675        196.49392330899823        5.3111407801946413        20502.015514627707       0.22988496084201554       -1.8189894035458565E-011   0.0000000000000000     
   30000.000000000000       -729607.40434468386        2947369.4186454313        79666.045929979358       -48.641144261294123        196.49392324873895        5.3111407785724509        20502.015502220347       0.22747589455343437       -3.6379788070917130E-012   4.5942555315647837E-011
   40000.000000000000       -972813.12565731839        3929839.0346375899        106221.74982198497       -48.641144252412339        196.49392321321181        5.3111407774622279        20502.015494883872       0.24130403678816073       -3.6379788070917130E-012  -1.1374232111727167E-010
   50000.000000000000       -1216018.8468563652        4912308.6506297486        132777.45370213391       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490615875       0.23173313472217474        0.0000000000000000       -2.0153823054869235E-011
   60000.000000000000       -1459224.5680554120        5894778.2666219072        159333.15758228285       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490648799       0.22277966690148607        0.0000000000000000       -4.1507380865724031E-011
   70000.000000000000       -1702430.2892544589        6877247.8826140659        185888.86146243179       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490672315       0.21383238945439278        0.0000000000000000       -8.6269491550439170E-011
   80000.000000000000       -1945636.0104535057        7859717.4986062245        212444.56534258072       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490689952       0.20489185969173712        0.0000000000000000        4.7634868272083963E-011
   90000.000000000000       -2188841.7317622756        8842187.1145983823        239000.26922272966       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490703670       0.21752702211665653        0.0000000000000000        5.9633230159450434E-008
   100000.00000000000       -2432047.4532523607        9824656.7305905409        265555.97310287860       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490714646       0.26580981571168555        0.0000000000000000        5.9632701165934776E-008
   110000.00000000000       -2675253.1747424458        10807126.346582700        292111.67698302754       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490723625       0.31409706304855600        0.0000000000000000        5.9639899907537597E-008
   120000.00000000000       -2918458.8962325309        11789595.962574858        318667.38086317648       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490731108       0.36238682870075672        0.0000000000000000       -1.1923030512894783E-007
   130000.00000000000       -3161664.6177226161        12772065.578567017        345223.08474332542       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490737438       0.41067848030567905        0.0000000000000000        0.0000000000000000     
   140000.00000000000       -3404870.3392127012        13754535.194559176        371778.78862347436       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490742866       0.45897130031581851        0.0000000000000000        1.1936922805766415E-007
   150000.00000000000       -3648076.0607027863        14737004.810551334        398334.49250362330       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490747570       0.50726483580697179        0.0000000000000000        1.1913880859637516E-007
   160000.00000000000       -3891281.7821928714        15719474.426543493        424890.19638377224       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490751684       0.55555898828356010        0.0000000000000000        1.1925171650162270E-007
   170000.00000000000       -4134487.5036829566        16701944.042535651        451445.90026392118       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490755315       0.60385360946670241        0.0000000000000000        2.5444701901022881E-010
   180000.00000000000       -4377693.2251730412        17684413.656377885        478001.60414407012       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490758542       0.75657593276185020        0.0000000000000000        1.1916558262381471E-007
   190000.00000000000       -4620898.9466631263        18666883.270041738        504557.30802421906       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490761431       0.91813411428648206        0.0000000000000000        2.3850977193262679E-007
   200000.00000000000       -4864104.6681532115        19649352.883705590        531113.01192306774       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490764028        1.0798539189936189        0.0000000000000000        1.1977890745917819E-007
   210000.00000000000       -5107310.3896432966        20631822.497369442        557668.71587597625       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490766382        1.2420379681171105        0.0000000000000000        2.3940844151582041E-007
   220000.00000000000       -5350516.1111333817        21614292.111033294        584224.41982888477       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490768517        1.4045267098991971        0.0000000000000000        1.1983272463211847E-007
   230000.00000000000       -5593721.8326234668        22596761.724697147        610780.12378179329       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490770471        1.5672255775421240        0.0000000000000000        2.3786006742021470E-007
   240000.00000000000       -5836927.5541135520        23579231.338360999        637335.82773470180       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490772261        1.7300752071828787        0.0000000000000000        2.3992278919138244E-007
   250000.00000000000       -6080133.2756036371        24561700.952024851        663891.53168761032       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490773905        1.8930366873751205        0.0000000000000000        2.4001320064748199E-007
   260000.00000000000       -6323338.9970937222        25544170.565688703        690447.23564051883       -48.641144247429985        196.49392319248099        5.3111407771704737        20502.015490775426        2.0560834245966282        0.0000000000000000        2.3747904265292163E-007
