   0.0000000000000000       0.78341941097179613       0.60761620840893416       -1.9942439400888101E-005 -0.26370298295358152      -0.18260937006830699        6.6703572336818284E-006 -0.95719623370122275        1.7170481516496371E-002   4.9991007972115753E-002  -2.2170255448254739E-005
   10000.000000000000        316931.84692037868        243965.54606768343       -8.0641346242866749        63.387749590833501        48.794171432845665       -1.6128620429260616E-003   3199.4389808044602        7.1767915060982901E-002  -1.5643308870494366E-010   0.0000000000000000     
   20000.000000000000        633870.59187818388        487936.40092530329       -16.128444762677923        63.387748614399975        48.794170681207305       -1.6128620180813325E-003   3199.4388834851165        7.1766205152733950E-002  -3.9108272176235914E-011   0.0000000000000000     
   30000.000000000000        950809.33402661374        731907.25362010964       -24.192754829640560        63.387748288890599        48.794170430682563       -1.6128620097991420E-003   3199.4388510443741        7.1706347188144032E-002  -1.7735146684572101E-011   7.4505805969238281E-009
   40000.000000000000        1267748.0750224101        975878.10543354426       -32.257064867216705        63.387748126191106        48.794170305315895       -1.6128620056559645E-003   3199.4388348224111        7.2206199189904730E-002  -1.0004441719502211E-011   0.0000000000000000     
   50000.000000000000        1584686.8153806366        1219848.9567771824       -40.321374889492091        63.387748028588597        48.794170230278894       -1.6128620031733718E-003   3199.4388250992515        7.3767364045446551E-002  -6.8212102632969618E-012  -1.4901161193847656E-008
   60000.000000000000        1901625.5553486492        1463819.8077836344       -48.385684900883248        63.387747963605982        48.794170180096017       -1.6128620015243259E-003   3199.4388186148599        7.3421597501146227E-002  -4.5474735088646412E-012   2.9802322373817525E-008
   70000.000000000000        2218564.2951485137        1707790.6585541815       -56.449994904431371        63.387747916420182        48.794170143798922       -1.6128620003364234E-003   3199.4388139123012        6.6015750192403563E-002  -3.6379788070917130E-012  -1.4901161221603232E-008
   80000.000000000000        2535503.0344875958        1951761.5092695951       -64.514304906422652        63.387747881551320        48.794170117153570       -1.6128619994589869E-003   3199.4388104465520        7.7150344868346349E-002  -2.2737367544323206E-012   2.9802322401573100E-008
   90000.000000000000        2852441.7737575676        2195732.3598462450       -72.578614908421017        63.387747854905967        48.794170097365168       -1.6128619987642488E-003   3199.4388078267293        8.1234663741523702E-002  -2.2737367544323206E-012   0.0000000000000000     
   100000.00000000000        3169380.5130275395        2439703.2103888569       -80.642924897273886        63.387747833784822        48.794170079601599       -1.6128619982221477E-003   3199.4388056489297        8.9763402959347746E-002  -1.3642420526593924E-012   1.3877787807814457E-017
   110000.00000000000        3486319.2522975113        2683674.0605221940       -88.707234881508683        63.387747816021253        48.794170065192986       -1.6128619976800466E-003   3199.4388038426096        7.0617377775838874E-002  -9.0949470177292824E-013  -2.9802322373817525E-008
   120000.00000000000        3803257.9915674832        2927644.9106555311       -96.771544865743479        63.387747798257685        48.794170056311202       -1.6128619973941021E-003   3199.4388023021802        3.0917108106579654E-002   0.0000000000000000       -2.9802322359939737E-008
   130000.00000000000        4120196.7303550476        3171615.7607888682       -104.83585484997828        63.387747788425749        48.794170047429418       -1.6128619971230516E-003   3199.4388012616023        3.6873936686732278E-002  -1.3642420526593924E-012   2.9802322339123055E-008
   140000.00000000000        4437135.4694889169        3415586.6109222053       -112.90016483421307        63.387747779543965        48.794170038547634       -1.6128619968520011E-003   3199.4388002789642        3.0011028096438595E-002  -1.3642420526593924E-012   2.9802322342592502E-008
   150000.00000000000        4754074.2087588888        3659557.4610555423       -120.96447481844787        63.387747770662180        48.794170029665850       -1.6128619965809505E-003   3199.4387992944949        1.7803251840898857E-002  -9.0949470177292824E-013   6.5919492087118670E-017
   160000.00000000000        5071012.9480288606        3903528.3111888794       -129.02878480041653        63.387747761780396        48.794170020784065       -1.6128619963099000E-003   3199.4387983085371        6.8916384238629650E-003  -9.0949470177292824E-013  -2.9802320073574196E-008
   170000.00000000000        5387951.6872988325        4147499.1613222165       -137.09309476688776        63.387747752898612        48.794170011902281       -1.6128619960388494E-003   3199.4387973213534        2.7237861678742863E-003  -9.0949470177292824E-013   7.9667175634234866E-016
   180000.00000000000        5704890.4265688043        4391470.0109851463       -145.15740473335899        63.387747744016828        48.794170003020497       -1.6128619957677989E-003   3199.4387963331487        4.0861070494470061E-002  -1.3642420526593924E-012   5.9604644483957081E-008
   190000.00000000000        6021829.1655184366        4635440.8605364067       -153.22171469983022        63.387747735135044        48.794169999482989       -1.6128619954967483E-003   3199.4387956048527       0.10133230702472179       -1.3642420526593924E-012  -2.7755575615628914E-017
   200000.00000000000        6338767.9036242552        4879411.7100876672       -161.28602466630144        63.387747726253259        48.794169999482989       -1.6128619954567096E-003   3199.4387950484365       0.14514529719980196        0.0000000000000000        5.9604644803146201E-008
   210000.00000000000        6655706.6417300738        5123382.5596389277       -169.35033463277267        63.387747717638952        48.794169999482989       -1.6128619954567096E-003   3199.4387945083481       0.19192159191849481        0.0000000000000000        0.0000000000000000     
   220000.00000000000        6972645.3798358925        5367353.4091901882       -177.41464459924390        63.387747717638952        48.794169999482989       -1.6128619954567096E-003   3199.4387945137601       0.19666516795984751        0.0000000000000000        0.0000000000000000     
   230000.00000000000        7289584.1179417111        5611324.2587414486       -185.47895456571513        63.387747717638952        48.794169999482989       -1.6128619954567096E-003   3199.4387945187013       0.20140874400182410        0.0000000000000000        0.0000000000000000     
   240000.00000000000        7606522.8560475297        5855295.1082927091       -193.54326453218636        63.387747717638952        48.794169999482989       -1.6128619954567096E-003   3199.4387945232306       0.20615232004438142        0.0000000000000000       -2.7755575615628914E-017
